state	yr	qtr	index_nsa	index_sa	note
MS	2023	3	284.54	283.14	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MS	2023	4	285.13	289.31	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1991	1	100.00	100.00	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1991	2	100.87	100.58	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1991	3	105.50	104.79	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1991	4	111.38	110.39	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1992	1	109.84	109.85	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1992	2	111.79	111.42	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1992	3	116.30	115.50	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1992	4	120.13	119.15	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1993	1	122.32	122.36	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1993	2	127.05	126.50	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1993	3	130.31	129.36	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1993	4	133.79	132.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1994	1	137.32	137.35	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1994	2	142.07	141.27	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1994	3	143.91	142.81	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1994	4	146.21	145.54	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1995	1	147.94	147.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1995	2	150.41	149.38	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1995	3	153.90	152.69	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1995	4	153.95	153.50	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1996	1	154.77	154.68	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1996	2	158.29	157.10	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1996	3	160.25	158.94	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1996	4	160.54	160.22	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1997	1	162.27	162.18	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1997	2	163.05	161.76	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1997	3	163.00	161.61	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1997	4	162.17	161.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1998	1	164.46	164.43	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1998	2	164.97	163.59	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1998	3	165.82	164.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1998	4	166.91	166.66	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1999	1	168.08	168.17	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1999	2	172.69	171.14	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1999	3	174.97	173.45	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	1999	4	174.61	174.28	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2000	1	175.00	175.29	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2000	2	178.56	176.87	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2000	3	180.58	178.92	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2000	4	178.83	178.46	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2001	1	184.68	185.21	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2001	2	187.05	185.15	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2001	3	188.45	186.61	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2001	4	190.64	190.29	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2002	1	192.61	193.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2002	2	197.75	195.59	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2002	3	200.87	198.83	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2002	4	203.24	202.96	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2003	1	204.18	205.06	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2003	2	213.83	211.41	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2003	3	218.98	216.72	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2003	4	219.74	219.47	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2004	1	223.21	224.27	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2004	2	233.22	230.46	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2004	3	238.72	236.27	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2004	4	242.42	242.15	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2005	1	247.79	248.96	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2005	2	259.43	256.38	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2005	3	265.29	262.58	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2005	4	271.15	270.85	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2006	1	278.51	279.73	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2006	2	287.70	284.40	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2006	3	294.19	291.30	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2006	4	296.95	296.51	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2007	1	299.31	300.42	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2007	2	311.68	308.35	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2007	3	313.43	310.40	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2007	4	313.71	313.06	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2008	1	311.04	312.11	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2008	2	312.60	309.46	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2008	3	312.13	309.14	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2008	4	303.24	302.49	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2009	1	302.48	303.41	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2009	2	303.13	300.35	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2009	3	304.00	300.99	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2009	4	303.16	302.42	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2010	1	298.97	299.71	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2010	2	299.98	297.45	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2010	3	293.89	291.00	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2010	4	286.94	286.15	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2011	1	278.63	279.18	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2011	2	289.99	287.77	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2011	3	289.40	286.54	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2011	4	288.48	287.59	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2012	1	291.04	291.55	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2012	2	296.58	294.41	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2012	3	302.81	299.93	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2012	4	305.77	304.62	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2013	1	309.81	310.41	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2013	2	314.81	312.55	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2013	3	317.43	314.46	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2013	4	320.70	319.33	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2014	1	319.36	320.16	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2014	2	325.81	323.36	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2014	3	331.70	328.65	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2014	4	332.42	330.85	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2015	1	333.86	335.04	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2015	2	339.93	337.12	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2015	3	341.40	338.16	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2015	4	345.08	343.47	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2016	1	344.37	346.09	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2016	2	352.05	348.66	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2016	3	355.27	351.75	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2016	4	360.72	359.24	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2017	1	357.07	359.30	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2017	2	371.11	367.06	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2017	3	377.84	373.88	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2017	4	378.54	377.25	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2018	1	383.73	386.58	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2018	2	392.65	387.87	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2018	3	395.19	390.81	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2018	4	395.69	394.72	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2019	1	394.43	397.72	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2019	2	413.40	407.77	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2019	3	418.70	414.00	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2019	4	421.29	420.55	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2020	1	431.63	435.73	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2020	2	438.15	431.30	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2020	3	459.26	454.31	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2020	4	477.97	477.45	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2021	1	499.90	505.08	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2021	2	540.34	530.73	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2021	3	572.92	567.29	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2021	4	594.63	594.19	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2022	1	612.15	618.95	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2022	2	660.71	647.80	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2022	3	652.52	646.53	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2022	4	656.64	656.52	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2023	1	657.05	664.57	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2023	2	691.59	677.11	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2023	3	690.24	684.40	Note: (External) County Records Data Comprise Less than 10% of Total Sample
MT	2023	4	696.20	696.18	Note: (External) County Records Data Comprise Less than 10% of Total Sample
NC	1991	1	100.00	100.00	
NC	1991	2	100.81	100.58	
NC	1991	3	101.85	101.39	
NC	1991	4	103.26	102.86	
NC	1992	1	103.79	103.82	
NC	1992	2	104.54	104.27	
NC	1992	3	105.70	105.20	
NC	1992	4	106.82	106.44	
NC	1993	1	106.20	106.28	
NC	1993	2	108.20	107.85	
NC	1993	3	109.75	109.20	
NC	1993	4	110.67	110.36	
NC	1994	1	111.72	111.83	
NC	1994	2	114.13	113.68	
NC	1994	3	115.89	115.31	
NC	1994	4	117.35	117.10	
NC	1995	1	118.56	118.64	
NC	1995	2	120.97	120.44	
NC	1995	3	122.56	121.97	
NC	1995	4	123.76	123.60	
NC	1996	1	125.37	125.35	
NC	1996	2	127.10	126.54	
NC	1996	3	128.58	127.98	
NC	1996	4	129.39	129.28	
NC	1997	1	130.89	130.79	
NC	1997	2	133.01	132.44	
NC	1997	3	134.47	133.87	
NC	1997	4	135.58	135.49	
NC	1998	1	137.32	137.13	
NC	1998	2	139.01	138.44	
NC	1998	3	140.83	140.23	
NC	1998	4	141.85	141.75	
NC	1999	1	143.36	143.16	
NC	1999	2	145.41	144.79	
NC	1999	3	147.07	146.49	
NC	1999	4	148.17	148.03	
NC	2000	1	150.44	150.24	
NC	2000	2	152.24	151.59	
NC	2000	3	153.14	152.55	
NC	2000	4	153.94	153.74	
NC	2001	1	155.14	154.97	
NC	2001	2	157.08	156.45	
NC	2001	3	157.97	157.33	
NC	2001	4	158.30	158.06	
NC	2002	1	158.67	158.51	
NC	2002	2	159.67	159.10	
NC	2002	3	161.56	160.85	
NC	2002	4	161.73	161.46	
NC	2003	1	162.72	162.57	
NC	2003	2	163.82	163.28	
NC	2003	3	165.35	164.60	
NC	2003	4	166.12	165.80	
NC	2004	1	167.18	167.09	
NC	2004	2	169.38	168.80	
NC	2004	3	171.42	170.60	
NC	2004	4	173.75	173.38	
NC	2005	1	177.46	177.53	
NC	2005	2	181.03	180.37	
NC	2005	3	184.29	183.22	
NC	2005	4	187.36	186.97	
NC	2006	1	189.88	190.31	
NC	2006	2	193.67	192.84	
NC	2006	3	197.38	195.86	
NC	2006	4	199.27	198.99	
NC	2007	1	199.55	200.51	
NC	2007	2	201.99	200.85	
NC	2007	3	203.03	201.06	
NC	2007	4	199.49	199.39	
NC	2008	1	197.05	198.55	
NC	2008	2	198.59	197.04	
NC	2008	3	196.12	194.00	
NC	2008	4	190.00	190.00	
NC	2009	1	185.65	187.49	
NC	2009	2	188.67	186.85	
NC	2009	3	188.33	186.26	
NC	2009	4	185.99	186.03	
NC	2010	1	182.32	184.33	
NC	2010	2	184.07	182.09	
NC	2010	3	179.82	177.86	
NC	2010	4	177.01	177.07	
NC	2011	1	172.26	174.20	
NC	2011	2	174.92	173.00	
NC	2011	3	174.54	172.65	
NC	2011	4	171.79	171.90	
NC	2012	1	170.12	171.97	
NC	2012	2	173.96	172.03	
NC	2012	3	174.59	172.77	
NC	2012	4	173.92	174.06	
NC	2013	1	174.35	176.14	
NC	2013	2	180.64	178.63	
NC	2013	3	182.41	180.65	
NC	2013	4	182.31	182.43	
NC	2014	1	181.66	183.36	
NC	2014	2	186.87	184.83	
NC	2014	3	188.36	186.70	
NC	2014	4	188.51	188.64	
NC	2015	1	189.20	190.70	
NC	2015	2	195.17	193.16	
NC	2015	3	196.41	194.83	
NC	2015	4	197.38	197.55	
NC	2016	1	198.71	199.91	
NC	2016	2	204.48	202.56	
NC	2016	3	207.41	205.86	
NC	2016	4	208.29	208.55	
NC	2017	1	210.66	211.55	
NC	2017	2	216.03	214.17	
NC	2017	3	218.81	217.34	
NC	2017	4	220.17	220.45	
NC	2018	1	223.24	223.85	
NC	2018	2	229.00	227.20	
NC	2018	3	231.52	230.10	
NC	2018	4	233.26	233.50	
NC	2019	1	236.27	236.78	
NC	2019	2	241.53	239.78	
NC	2019	3	244.17	242.57	
NC	2019	4	246.29	246.61	
NC	2020	1	250.85	251.48	
NC	2020	2	256.31	254.43	
NC	2020	3	263.67	261.56	
NC	2020	4	272.80	273.42	
NC	2021	1	284.10	285.28	
NC	2021	2	302.36	299.79	
NC	2021	3	320.59	317.35	
NC	2021	4	331.25	332.62	
NC	2022	1	345.19	347.31	
NC	2022	2	369.70	365.76	
NC	2022	3	371.61	367.46	
NC	2022	4	368.25	370.18	
NC	2023	1	372.21	375.16	
NC	2023	2	388.04	383.21	
NC	2023	3	395.99	391.42	
NC	2023	4	398.46	400.75	
ND	1991	1	100.00	100.00	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1991	2	103.21	101.18	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1991	3	101.82	100.26	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1991	4	104.79	102.82	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1992	1	103.77	103.71	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1992	2	106.45	104.42	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1992	3	106.22	104.54	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1992	4	108.56	106.60	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1993	1	106.80	106.63	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1993	2	111.76	109.74	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1993	3	114.44	112.51	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1993	4	116.72	114.74	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1994	1	116.63	116.33	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1994	2	118.79	116.77	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1994	3	120.48	118.29	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1994	4	121.37	119.45	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1995	1	122.18	121.75	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1995	2	125.41	123.41	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1995	3	127.53	125.06	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1995	4	127.99	126.07	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1996	1	128.79	128.29	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1996	2	131.06	129.00	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1996	3	132.21	129.57	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1996	4	133.21	131.32	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1997	1	131.18	130.66	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1997	2	134.01	131.82	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1997	3	137.07	134.39	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1997	4	137.27	135.35	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1998	1	136.88	136.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1998	2	139.76	137.31	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1998	3	141.58	138.95	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1998	4	142.63	140.63	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1999	1	141.62	141.11	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1999	2	144.88	142.18	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1999	3	145.33	142.79	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	1999	4	145.31	143.24	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2000	1	145.98	145.45	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2000	2	150.29	147.40	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2000	3	149.71	147.16	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2000	4	147.81	145.74	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2001	1	151.39	150.85	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2001	2	152.65	149.65	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2001	3	152.96	150.35	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2001	4	156.42	154.25	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2002	1	156.20	155.68	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2002	2	160.23	157.10	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2002	3	162.66	159.80	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2002	4	164.39	162.08	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2003	1	165.62	165.22	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2003	2	170.16	166.85	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2003	3	174.82	171.58	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2003	4	172.77	170.37	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2004	1	173.68	173.34	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2004	2	182.50	179.02	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2004	3	186.02	182.34	
ND	2004	4	189.08	186.56	
ND	2005	1	190.16	189.94	
ND	2005	2	196.36	192.55	
ND	2005	3	200.86	196.72	
ND	2005	4	204.07	201.48	
ND	2006	1	203.31	203.06	
ND	2006	2	210.53	206.47	
ND	2006	3	212.64	208.18	
ND	2006	4	212.89	210.18	
ND	2007	1	214.61	214.41	
ND	2007	2	219.01	214.78	
ND	2007	3	221.75	217.12	
ND	2007	4	218.16	215.32	
ND	2008	1	216.59	216.34	
ND	2008	2	224.78	220.59	
ND	2008	3	223.87	219.22	
ND	2008	4	223.09	220.02	
ND	2009	1	222.10	221.85	
ND	2009	2	227.41	223.25	
ND	2009	3	231.63	226.98	
ND	2009	4	232.42	229.00	
ND	2010	1	228.85	228.46	
ND	2010	2	233.34	229.29	
ND	2010	3	233.91	229.37	
ND	2010	4	235.60	231.88	
ND	2011	1	231.37	230.88	
ND	2011	2	241.99	237.95	
ND	2011	3	245.06	240.48	
ND	2011	4	248.73	244.65	
ND	2012	1	250.41	249.67	
ND	2012	2	258.01	253.91	
ND	2012	3	264.27	259.29	
ND	2012	4	269.55	265.24	
ND	2013	1	271.25	270.26	
ND	2013	2	278.42	274.10	
ND	2013	3	283.98	278.45	
ND	2013	4	288.41	284.10	
ND	2014	1	289.90	288.73	
ND	2014	2	297.73	293.13	
ND	2014	3	304.09	297.79	
ND	2014	4	309.72	305.59	
ND	2015	1	311.01	309.74	
ND	2015	2	317.79	312.71	
ND	2015	3	321.37	314.44	
ND	2015	4	317.55	313.65	
ND	2016	1	318.31	317.26	
ND	2016	2	322.97	317.46	
ND	2016	3	326.18	318.94	
ND	2016	4	321.03	317.39	
ND	2017	1	318.39	317.61	
ND	2017	2	327.16	321.16	
ND	2017	3	332.25	324.86	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2017	4	326.27	322.60	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2018	1	327.32	326.88	Note: (External) County Records Data Comprise Less than 10% of Total Sample
ND	2018	2	330.31	323.91	
ND	2018	3	327.60	320.33	
ND	2018	4	328.37	324.67	
ND	2019	1	325.65	325.45	
ND	2019	2	337.51	330.76	
ND	2019	3	340.95	333.44	
ND	2019	4	338.06	334.07	
ND	2020	1	335.18	335.28	
ND	2020	2	346.37	339.38	
ND	2020	3	350.28	342.41	
ND	2020	4	353.33	349.16	
ND	2021	1	357.48	357.75	
ND	2021	2	371.13	363.69	
ND	2021	3	381.40	372.59	
ND	2021	4	385.81	381.31	
ND	2022	1	388.70	389.11	
ND	2022	2	404.50	396.53	
ND	2022	3	414.84	404.91	
ND	2022	4	412.74	408.07	
ND	2023	1	411.12	411.57	
ND	2023	2	425.40	417.15	
ND	2023	3	431.17	420.67	
ND	2023	4	429.08	424.25	
NE	1991	1	100.00	100.00	
NE	1991	2	101.07	101.35	
NE	1991	3	101.76	102.51	
NE	1991	4	102.70	103.31	
NE	1992	1	105.20	105.15	
NE	1992	2	106.63	106.94	
NE	1992	3	107.98	108.77	
NE	1992	4	109.77	110.49	
NE	1993	1	110.55	110.36	
NE	1993	2	113.23	113.61	
NE	1993	3	114.52	115.35	
NE	1993	4	117.47	118.43	
NE	1994	1	119.73	119.25	
NE	1994	2	119.60	120.10	
NE	1994	3	121.35	122.14	
NE	1994	4	121.71	123.05	
NE	1995	1	127.57	126.75	
NE	1995	2	127.63	128.16	
NE	1995	3	129.15	129.99	
NE	1995	4	130.02	131.69	
NE	1996	1	134.87	133.82	
NE	1996	2	135.09	135.60	
NE	1996	3	136.04	136.96	
NE	1996	4	136.93	138.76	
NE	1997	1	141.76	140.68	
NE	1997	2	141.95	142.41	
NE	1997	3	143.04	144.03	
NE	1997	4	143.92	145.74	
NE	1998	1	148.96	148.01	
NE	1998	2	149.03	149.47	
NE	1998	3	149.65	150.63	
NE	1998	4	152.09	153.85	
NE	1999	1	156.34	155.66	
NE	1999	2	157.21	157.65	
NE	1999	3	158.13	159.01	
NE	1999	4	158.27	159.95	
NE	2000	1	161.94	161.57	
NE	2000	2	162.98	163.38	
NE	2000	3	164.20	164.98	
NE	2000	4	164.68	166.28	
NE	2001	1	166.76	166.68	
NE	2001	2	167.80	168.22	
NE	2001	3	168.67	169.32	
NE	2001	4	168.77	170.31	
NE	2002	1	171.17	171.27	
NE	2002	2	172.68	173.16	
NE	2002	3	173.64	174.16	
NE	2002	4	174.27	175.79	
NE	2003	1	177.29	177.52	
NE	2003	2	178.34	178.95	
NE	2003	3	180.57	180.93	
NE	2003	4	180.89	182.42	
NE	2004	1	184.47	184.86	
NE	2004	2	185.29	185.97	
NE	2004	3	187.75	187.97	
NE	2004	4	188.19	189.70	
NE	2005	1	191.70	192.37	
NE	2005	2	192.28	192.96	
NE	2005	3	194.04	194.10	
NE	2005	4	194.44	195.86	
NE	2006	1	196.11	197.21	
NE	2006	2	197.40	197.97	
NE	2006	3	198.16	198.01	
NE	2006	4	196.34	197.77	
NE	2007	1	196.03	197.42	
NE	2007	2	196.86	197.33	
NE	2007	3	197.36	197.07	
NE	2007	4	194.40	195.83	
NE	2008	1	191.88	193.45	
NE	2008	2	192.67	192.92	
NE	2008	3	192.95	192.72	
NE	2008	4	189.15	190.63	
NE	2009	1	189.77	191.25	
NE	2009	2	190.67	190.75	
NE	2009	3	191.94	191.98	
NE	2009	4	191.73	193.24	
NE	2010	1	190.79	192.12	
NE	2010	2	192.51	192.43	
NE	2010	3	189.93	190.26	
NE	2010	4	187.87	189.48	
NE	2011	1	187.87	188.79	
NE	2011	2	188.81	188.83	
NE	2011	3	188.91	189.34	
NE	2011	4	188.76	190.57	
NE	2012	1	193.26	193.83	
NE	2012	2	193.20	193.38	
NE	2012	3	195.16	195.50	
NE	2012	4	195.99	198.16	
NE	2013	1	199.58	199.90	
NE	2013	2	201.32	201.62	
NE	2013	3	203.39	203.61	
NE	2013	4	202.80	205.26	
NE	2014	1	207.22	207.46	
NE	2014	2	209.26	209.57	
NE	2014	3	211.22	211.34	
NE	2014	4	209.32	211.99	
NE	2015	1	216.80	217.08	
NE	2015	2	218.74	219.00	
NE	2015	3	220.56	220.64	
NE	2015	4	222.06	224.87	
NE	2016	1	225.95	226.38	
NE	2016	2	228.22	228.50	
NE	2016	3	232.02	231.93	
NE	2016	4	232.42	235.30	
NE	2017	1	239.14	239.95	
NE	2017	2	243.08	243.29	
NE	2017	3	246.13	245.77	
NE	2017	4	246.63	249.57	
NE	2018	1	253.57	255.01	
NE	2018	2	257.20	257.29	
NE	2018	3	261.26	260.51	
NE	2018	4	260.34	263.31	
NE	2019	1	263.02	265.28	
NE	2019	2	269.93	269.68	
NE	2019	3	274.95	273.84	
NE	2019	4	273.61	276.76	
NE	2020	1	278.12	281.13	
NE	2020	2	287.49	286.72	
NE	2020	3	295.54	294.27	
NE	2020	4	301.30	304.92	
